"","X","Province_State","Last_Update","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate"
"1",1,"Alabama","4/12/2020 23:18",3563,93,NA,3470,75.98802021,21583,437,2.610159978,460.3001516,12.26494527
"2",2,"Alaska","4/12/2020 23:18",272,8,66,264,45.50404936,8038,31,2.941176471,1344.711576,11.39705882
"3",3,"Arizona","4/12/2020 23:18",3542,115,NA,3427,48.66242224,42109,NA,3.246753247,578.5222863,NA
"4",4,"Arkansas","4/12/2020 23:18",1280,27,367,1253,49.43942261,19722,130,2.109375,761.7533537,10.15625
"5",5,"California","4/12/2020 23:18",22795,640,NA,22155,58.13772584,190328,5234,2.81202018,485.4238685,22.9611757
"6",6,"Colorado","4/12/2020 23:18",7307,289,NA,7018,128.943729,34873,1376,3.955111537,615.3899908,18.8312577
"7",7,"Connecticut","4/12/2020 23:18",12035,554,NA,11481,337.5604825,41220,1654,4.603240548,1156.148159,13.74324886
"8",8,"Delaware","4/12/2020 23:18",1625,35,191,1590,166.8782169,11103,190,2.153846154,1140.214672,11.69230769
"9",9,"Diamond Princess","4/12/2020 23:18",49,0,0,49,NA,NA,NA,0,NA,NA
"10",10,"District of Columbia","4/12/2020 23:18",1875,50,493,1825,265.6751905,10640,NA,2.666666667,1507.618148,NA
"11",11,"Florida","4/12/2020 23:18",19895,461,NA,19434,93.70022691,182753,2772,2.317165117,860.7186513,13.93314903
"12",12,"Georgia","4/12/2020 23:18",12452,433,NA,12019,122.8081405,54453,2505,3.477353036,537.0439828,20.11725024
"13",13,"Grand Princess","4/12/2020 23:18",103,0,0,103,NA,NA,NA,0,NA,NA
"14",14,"Guam","4/12/2020 23:18",133,5,58,128,80.98447899,826,13,3.759398496,502.9562379,9.77443609
"15",15,"Hawaii","4/12/2020 23:18",499,9,300,490,35.24543964,17968,44,1.803607214,1269.118355,8.817635271
"16",16,"Idaho","4/12/2020 23:18",1407,27,NA,1380,87.36433536,14308,131,1.918976546,888.4214004,9.310589908
"17",17,"Illinois","4/12/2020 23:18",20852,720,NA,20132,177.6807818,100735,3680,3.452906196,858.3672336,17.64818722
"18",18,"Indiana","4/12/2020 23:18",7928,343,NA,7585,121.1492553,42489,NA,4.326437941,649.2823801,NA
"19",19,"Iowa","4/12/2020 23:18",1587,41,674,1546,60.55603952,17592,129,2.583490863,671.2677046,8.128544423
"20",20,"Kansas","4/12/2020 23:18",1344,56,NA,1288,55.11612114,13253,298,4.166666667,543.4925249,22.17261905
"21",21,"Kentucky","4/12/2020 23:18",1963,97,464,1866,57.34228025,24567,459,4.9414162,717.6402439,23.38257769
"22",22,"Louisiana","4/12/2020 23:18",20595,840,NA,19755,447.9836494,104045,2084,4.078659869,2263.19295,10.11896091
"23",23,"Maine","4/12/2020 23:18",633,19,266,614,53.91795272,6721,120,3.001579779,572.4842974,18.95734597
"24",24,"Maryland","4/12/2020 23:18",8225,236,456,7989,138.3903145,49764,1860,2.869300912,837.3076732,22.61398176
"25",25,"Massachusetts","4/12/2020 23:18",25475,756,NA,24719,371.1516059,116730,2235,2.967615309,1700.668379,8.773307164
"26",26,"Michigan","4/12/2020 23:18",24244,1479,433,22765,304.2953668,79437,3636,6.100478469,997.0430232,14.99752516
"27",27,"Minnesota","4/12/2020 23:18",1621,70,842,1551,32.77100367,37421,361,4.318322023,756.5229662,22.27020358
"28",28,"Mississippi","4/12/2020 23:18",2781,96,NA,2685,96.05534114,21413,548,3.451995685,739.6019489,19.70514204
"29",29,"Missouri","4/12/2020 23:18",4269,118,NA,4151,72.85659283,45200,988,2.764113375,771.4026695,23.14359335
"30",30,"Montana","4/12/2020 23:18",387,6,169,381,44.68889256,8913,47,1.550387597,1029.230231,12.14470284
"31",31,"Nebraska","4/12/2020 23:18",791,17,NA,774,51.85960275,10691,NA,2.149178255,700.924163,NA
"32",32,"Nevada","4/12/2020 23:18",2836,112,NA,2724,94.01010443,24611,282,3.94922426,815.8260508,9.943582511
"33",33,"New Hampshire","4/12/2020 23:18",929,23,236,906,69.94702398,10925,146,2.475780409,822.5739902,15.71582347
"34",34,"New Jersey","4/12/2020 23:18",61850,2350,NA,59500,696.3372772,126735,7604,3.799514956,1426.844055,12.29426031
"35",35,"New Mexico","4/12/2020 23:18",1245,26,235,1219,74.66119111,28692,78,2.088353414,1720.625619,6.265060241
"36",36,"New York","4/12/2020 23:18",189033,9385,23887,179648,1121.124012,461601,42594,4.964741606,2737.680538,22.53257368
"37",37,"North Carolina","4/12/2020 23:18",4570,89,NA,4481,46.07841902,62139,331,1.947483589,626.5354222,7.242888403
"38",38,"North Dakota","4/12/2020 23:18",308,7,121,301,50.79004911,10350,39,2.272727273,1706.743533,12.66233766
"39",39,"Ohio","4/12/2020 23:18",6604,253,NA,6351,59.10222609,63243,1948,3.831011508,565.9906245,29.49727438
"40",40,"Oklahoma","4/12/2020 23:18",1970,96,865,1874,53.85995428,22760,446,4.873096447,622.2601824,22.63959391
"41",41,"Oregon","4/12/2020 23:18",1527,52,NA,1475,38.1076067,29758,359,3.405370007,742.6366471,23.51015062
"42",42,"Pennsylvania","4/12/2020 23:18",22938,557,NA,22381,182.2284446,124890,2097,2.428284942,992.175013,9.142035051
"43",43,"Puerto Rico","4/12/2020 23:18",897,44,NA,853,30.57876709,6716,NA,4.905239688,228.9487177,NA
"44",44,"Rhode Island","4/12/2020 23:18",2665,63,35,2602,251.5667464,20350,201,2.363977486,1920.969339,7.542213884
"45",45,"South Carolina","4/12/2020 23:18",3320,82,NA,3238,65.87334263,31425,496,2.469879518,623.5149976,14.93975904
"46",46,"South Dakota","4/12/2020 23:18",730,6,197,724,99.19933903,8553,43,0.821917808,1162.262941,5.890410959
"47",47,"Tennessee","4/12/2020 23:18",5508,106,1504,5402,83.90037425,70677,567,1.924473493,1076.584377,10.29411765
"48",48,"Texas","4/12/2020 23:18",13677,283,2014,13394,59.50516088,124533,1338,2.069167215,541.811523,9.782847116
"49",49,"Utah","4/12/2020 23:18",2303,18,NA,2285,80.3592053,44234,195,0.781589231,1543.468991,8.467216674
"50",50,"Vermont","4/12/2020 23:18",727,27,15,700,119.0649715,9841,34,3.71389271,1611.717172,4.676753783
"51",51,"Virginia","4/12/2020 23:18",5274,141,NA,5133,66.69845192,39985,751,2.673492605,505.6764505,14.23966629
"52",52,"Washington","4/12/2020 23:18",10609,506,NA,10103,140.5276682,93615,642,4.7695353,1240.031828,6.051465737
"53",53,"West Virginia","4/12/2020 23:18",593,6,83,587,44.82244115,16257,81,1.011804384,1228.800044,13.65935919
"54",54,"Wisconsin","4/12/2020 23:18",3341,144,NA,3197,64.56573888,39257,974,4.3100868,758.6522632,29.15294822
"55",55,"Wyoming","4/12/2020 23:18",270,0,137,270,54.29973453,5459,40,0,1097.860188,14.81481481
"56",56,"American Samoa","",0,0,NA,0,0,3,NA,NA,5.391707554,NA
"57",57,"Northern Mariana Islands","4/12/2020 23:18",11,2,NA,9,19.9477731,38,NA,18.18181818,68.9104889,NA
"58",58,"Recovered","",0,0,32988,-32988,NA,NA,NA,NA,NA,NA
"59",59,"Virgin Islands","",51,1,43,50,47.54446806,350,3,1.960784314,326.2855651,5.882352941
"60",60,"Alabama","4/13/2020 23:07",3734,99,NA,3635,79.63493333,29182,457,2.651312266,622.3638523,12.23888591
"61",61,"Alaska","4/13/2020 23:07",277,8,85,269,46.34052085,7830,32,2.888086643,1309.914362,11.55234657
"62",62,"American Samoa","",0,0,NA,NA,0,3,NA,NA,5.391707554,NA
"63",63,"Arizona","4/13/2020 23:07",3705,122,NA,3583,50.90182789,43347,525,3.292847503,595.5307783,14.17004049
"64",64,"Arkansas","4/13/2020 23:07",1410,29,391,1381,54.46061397,20804,130,2.056737589,803.5451156,9.219858156
"65",65,"California","4/13/2020 23:07",23931,714,NA,23217,61.03504791,190882,3015,2.987756467,486.8368231,12.59872132
"66",66,"Colorado","4/13/2020 23:07",7691,306,NA,7385,135.7200246,37534,1472,3.978676375,662.3476017,19.13925367
"67",67,"Connecticut","4/13/2020 23:07",13381,602,NA,12779,375.3134039,44309,1760,4.498916374,1242.78915,13.1529781
"68",68,"Delaware","4/13/2020 23:07",1758,41,213,1717,180.5365571,11820,201,2.332195677,1213.846476,11.4334471
"69",69,"Diamond Princess","4/13/2020 23:07",49,0,0,49,NA,NA,NA,0,NA,NA
"70",70,"District of Columbia","4/13/2020 23:07",1955,52,507,1903,277.0106653,10934,295,2.659846547,1549.276017,15.08951407
"71",71,"Florida","4/14/2020 0:42",21019,499,NA,122520,579.3871935,196207,2833,0.405628399,924.0834592,2.302896301
"72",72,"Georgia","4/13/2020 23:07",13315,465,NA,12850,131.3194981,57021,2589,3.492301915,562.3709427,19.44423582
"73",73,"Grand Princess","4/13/2020 23:07",103,0,0,103,NA,NA,NA,0,NA,NA
"74",74,"Guam","4/13/2020 23:07",133,5,58,128,80.98447899,905,12,3.759398496,551.0598006,9.022556391
"75",75,"Hawaii","4/13/2020 23:07",504,9,310,495,35.59860035,18844,44,1.785714286,1330.992113,8.73015873
"76",76,"Idaho","4/13/2020 23:07",1426,27,NA,1399,88.54409539,14881,132,1.893408135,924.0004794,9.256661992
"77",77,"Illinois","4/13/2020 23:07",22025,798,NA,21227,187.6759649,105768,3680,3.623155505,901.2536414,16.70828604
"78",78,"Indiana","4/13/2020 23:07",8359,350,NA,8009,127.7354472,44539,NA,4.187103721,680.6088147,NA
"79",79,"Iowa","4/13/2020 23:07",1710,41,741,1669,65.24941877,18696,142,2.397660819,713.3936452,8.304093567
"80",80,"Kansas","4/13/2020 23:07",1390,62,NA,1328,57.002536,13864,309,4.460431655,568.5490353,22.23021583
"81",81,"Kentucky","4/13/2020 23:07",2018,113,607,1905,58.94891571,25866,667,5.599603568,755.5860524,33.05252725
"82",82,"Louisiana","4/13/2020 23:07",21016,884,NA,20132,457.1412661,108091,2134,4.206318995,2351.201779,10.15416825
"83",83,"Maine","4/13/2020 23:07",698,19,273,679,59.45455134,12306,124,2.722063037,1048.205887,17.76504298
"84",84,"Maryland","4/13/2020 23:07",8936,262,603,8674,150.3532949,51751,1975,2.931960609,870.7400811,22.10161146
"85",85,"Massachusetts","4/13/2020 23:07",26867,844,NA,26023,391.4319998,122049,2340,3.141400231,1778.162212,8.70956936
"86",86,"Michigan","4/13/2020 23:07",25635,1602,447,24033,321.7543198,82644,3986,6.249268578,1037.295261,15.54905403
"87",87,"Minnesota","4/13/2020 23:07",1621,70,842,1551,32.77100367,38427,361,4.318322023,776.8608007,22.27020358
"88",88,"Mississippi","4/13/2020 23:07",2942,98,NA,2844,101.616258,30984,549,3.331067301,1070.182916,18.66077498
"89",89,"Missouri","4/13/2020 23:07",4515,123,NA,4392,77.05493479,45428,988,2.724252492,775.2938157,21.88261351
"90",90,"Montana","4/13/2020 23:07",394,7,171,387,45.49721878,9098,47,1.776649746,1050.593138,11.92893401
"91",91,"Nebraska","4/13/2020 23:07",814,17,NA,797,53.36753051,10972,NA,2.088452088,719.3471066,NA
"92",92,"Nevada","4/13/2020 23:07",2990,114,NA,2876,99.11502547,25464,NA,3.81270903,844.1020096,NA
"93",93,"New Hampshire","4/13/2020 23:07",985,23,239,962,74.16342155,11207,152,2.335025381,843.8065637,15.43147208
"94",94,"New Jersey","4/13/2020 23:07",64584,2443,NA,62141,727.1179743,129469,7781,3.78267063,1457.624752,12.04787563
"95",95,"New Mexico","4/13/2020 23:07",1262,26,295,1236,75.68066119,30515,80,2.06022187,1829.948793,6.339144216
"96",96,"New York","4/13/2020 23:07",195749,10058,23887,185691,1160.955517,478357,42712,5.138212711,2837.057652,21.81977941
"97",97,"North Carolina","4/13/2020 23:07",4886,94,NA,4792,49.26458541,63388,313,1.923864102,639.1288456,6.406058125
"98",98,"North Dakota","4/13/2020 23:07",331,8,127,323,54.58281252,10781,40,2.416918429,1777.816622,12.08459215
"99",99,"Northern Mariana Islands","4/13/2020 23:07",11,2,NA,9,19.9477731,38,NA,18.18181818,68.9104889,NA
"100",100,"Ohio","4/13/2020 23:07",6975,274,NA,6701,62.42247531,65112,2033,3.928315412,582.7171631,29.14695341
"101",101,"Oklahoma","4/13/2020 23:07",2069,99,865,1970,56.56662203,22859,457,4.784920251,624.9668502,22.0879652
"102",102,"Oregon","4/13/2020 23:07",1584,53,NA,1531,39.53009103,31121,369,3.345959596,776.6514918,23.29545455
"103",103,"Pennsylvania","4/13/2020 23:07",24292,589,NA,23703,192.9851503,129792,2243,2.424666557,1031.118419,9.233492508
"104",104,"Puerto Rico","4/13/2020 23:07",903,45,NA,858,30.78330733,6863,NA,4.983388704,233.9599537,NA
"105",105,"Rhode Island","4/13/2020 23:07",2665,63,135,2602,251.5667464,20661,331,2.363977486,1950.326659,12.42026266
"106",106,"South Carolina","4/13/2020 23:07",3391,82,NA,3309,67.28207977,31425,496,2.418165733,623.5149976,14.6269537
"107",107,"South Dakota","4/13/2020 23:07",868,6,207,862,117.9520908,9002,44,0.69124424,1223.277329,5.069124424
"108",108,"Tennessee","4/13/2020 23:07",5610,109,1671,5501,85.45408488,76195,579,1.942959002,1160.637076,10.32085561
"109",109,"Texas","4/13/2020 23:07",14275,305,2269,13970,62.10690733,133226,1176,2.136602452,579.6325629,8.238178634
"110",110,"Utah","4/13/2020 23:07",2363,13,218,2350,82.45280162,45787,201,0.550148117,1597.658243,8.506136267
"111",111,"Vermont","4/13/2020 23:07",748,28,15,720,122.5042623,10366,33,3.743315508,1697.699442,4.411764706
"112",112,"Virgin Islands","4/13/2020 23:07",51,1,43,50,47.54446806,373,NA,1.960784314,347.727188,NA
"113",113,"Virginia","4/13/2020 23:07",5747,149,NA,5598,72.68031915,41401,1238,2.592657038,523.5841123,21.54167392
"114",114,"Washington","4/13/2020 23:07",10635,513,NA,10122,140.8720663,93802,527,4.823695346,1242.508845,4.955336154
"115",115,"West Virginia","4/13/2020 23:07",611,8,85,603,46.18298743,16655,164,1.309328969,1258.883233,26.84124386
"116",116,"Wisconsin","4/13/2020 23:07",3428,154,NA,3274,66.24703768,40197,993,4.492415403,776.8180203,28.96732789
"117",117,"Wyoming","4/13/2020 23:07",275,1,138,274,55.30528517,5964,41,0.363636364,1199.420803,14.90909091
"118",118,"Recovered","",0,0,43482,-43482,NA,NA,NA,NA,NA,NA
"119",119,"Alabama","4/14/2020 23:33",3953,114,NA,3839,84.30554137,33117,493,2.883885656,706.2855081,12.4715406
"120",120,"Alaska","4/14/2020 23:33",285,9,98,276,47.67887525,8348,32,3.157894737,1396.572809,11.22807018
"121",121,"American Samoa","",0,0,NA,NA,0,3,NA,NA,5.391707554,NA
"122",122,"Arizona","4/14/2020 23:33",3809,131,249,3678,52.33065113,44096,580,3.439222893,605.8210534,15.22709373
"123",123,"Arkansas","4/14/2020 23:33",1498,32,427,1466,57.85957427,21131,130,2.136181575,816.1753431,8.67823765
"124",124,"California","4/14/2020 23:33",25356,767,NA,24589,64.66945279,202208,5163,3.028868907,515.7233282,20.36204449
"125",125,"Colorado","4/14/2020 23:33",7950,327,NA,7623,140.290495,38742,1493,4.11320755,683.6646983,18.7798742
"126",126,"Connecticut","4/14/2020 23:33",13989,671,NA,13318,392.3667295,45841,1779,4.79662592,1285.759043,12.71713489
"127",127,"Delaware","4/14/2020 23:33",1926,43,277,1883,197.7891974,12304,204,2.232606438,1263.550511,10.59190031
"128",128,"Diamond Princess","4/14/2020 23:33",49,0,0,49,NA,NA,NA,0,NA,NA
"129",129,"District of Columbia","4/14/2020 23:33",2058,67,518,1991,291.6050891,11518,295,3.255587949,1632.024983,14.33430515
"130",130,"Florida","4/14/2020 23:33",21628,571,NA,21057,101.8622019,203180,3060,2.640096172,956.9244585,14.14832624
"131",131,"Georgia","4/14/2020 23:33",14578,525,NA,14053,143.7758651,61795,2769,3.601317053,609.4546291,18.99437509
"132",132,"Grand Princess","4/14/2020 23:33",103,0,0,103,NA,NA,NA,0,NA,NA
"133",133,"Guam","4/14/2020 23:33",133,5,66,128,80.98447899,946,13,3.759398496,576.0249408,9.77443609
"134",134,"Hawaii","4/14/2020 23:33",511,9,315,502,36.09302536,19420,44,1.761252446,1371.676228,8.610567515
"135",135,"Idaho","4/14/2020 23:33",1464,33,NA,1431,90.90361547,15114,135,2.254098361,938.468063,9.221311475
"136",136,"Illinois","4/14/2020 23:33",23248,868,NA,22380,198.0972,110616,4283,3.733654508,942.5636562,18.42309016
"137",137,"Indiana","4/14/2020 23:33",8527,387,NA,8140,130.3026867,46017,NA,4.538524686,703.19441,NA
"138",138,"Iowa","4/14/2020 23:33",1899,49,741,1850,72.46119663,18885,163,2.580305424,720.605423,8.583464982
"139",139,"Kansas","4/14/2020 23:33",1441,69,NA,1372,59.09399595,14147,327,4.78834143,580.1545876,22.6925746
"140",140,"Kentucky","4/14/2020 23:33",2048,106,629,1942,59.82526233,26683,673,5.17578125,779.4518919,32.86132813
"141",141,"Louisiana","4/14/2020 23:33",21518,1013,NA,20505,468.0607996,118422,1977,4.707686588,2575.922298,9.187656845
"142",142,"Maine","4/14/2020 23:33",735,20,292,715,62.60615363,12342,124,2.721088435,1051.27231,16.8707483
"143",143,"Maryland","4/14/2020 23:33",9472,302,607,9170,159.371801,53733,2122,3.18834459,904.0883612,22.4028716
"144",144,"Massachusetts","4/14/2020 23:33",28164,844,NA,27320,410.3283151,126551,2340,2.996733419,1843.752968,8.308478909
"145",145,"Michigan","4/14/2020 23:33",27001,1768,452,25233,338.8994885,86226,3910,6.547905633,1082.254261,14.48094515
"146",146,"Minnesota","4/14/2020 23:33",1695,79,909,1616,34.26702728,39241,405,4.660766962,793.3170604,23.89380531
"147",147,"Mississippi","4/14/2020 23:33",3087,111,NA,2976,106.6245373,37878,596,3.595724004,1308.300687,19.30677033
"148",148,"Missouri","4/14/2020 23:33",4746,149,NA,4597,80.99728029,47978,1041,3.139485883,818.8132141,21.93426043
"149",149,"Montana","4/14/2020 23:33",399,7,197,392,46.07459465,9234,50,1.754385965,1066.297762,12.53132832
"150",150,"Nebraska","4/14/2020 23:33",897,20,NA,877,58.80918289,11357,NA,2.229654404,744.5885062,NA
"151",151,"Nevada","4/14/2020 23:33",3134,126,NA,3008,103.8884581,26661,NA,4.020421187,883.7811686,NA
"152",152,"New Hampshire","4/14/2020 23:33",922,25,249,897,69.41997428,11610,152,2.711496746,874.1495677,16.48590022
"153",153,"New Jersey","4/14/2020 23:33",68824,2805,NA,66019,774.8539493,139774,8185,4.075613158,1573.643437,11.89265373
"154",154,"New Mexico","4/14/2020 23:33",1345,31,304,1314,80.65807393,31970,181,2.304832714,1917.203438,13.45724907
"155",155,"New York","4/14/2020 23:33",203020,10842,23887,192178,1204.078637,499143,46201,5.340360556,2960.336041,22.75687124
"156",156,"North Carolina","4/14/2020 23:33",5113,112,NA,5001,51.55338215,65039,418,2.190494817,655.7755568,8.175239585
"157",157,"North Dakota","4/14/2020 23:33",341,8,138,333,56.23184008,10916,42,2.346041056,1800.078494,12.31671554
"158",158,"Northern Mariana Islands","4/14/2020 23:33",11,2,NA,9,19.9477731,40,NA,18.18181818,72.53735674,NA
"159",159,"Ohio","4/14/2020 23:33",7285,324,NA,6961,65.19680755,67874,2156,4.447494852,607.4355684,29.59505834
"160",160,"Oklahoma","4/14/2020 23:33",2184,108,1060,2076,59.71073104,28269,488,4.945054945,772.8766738,22.34432234
"161",161,"Oregon","4/14/2020 23:33",1633,55,NA,1578,40.75292845,32363,381,3.368034293,807.6466769,23.3312921
"162",162,"Pennsylvania","4/14/2020 23:33",25465,691,NA,24774,202.3039211,133631,2317,2.713528372,1061.616936,9.098763008
"163",163,"Puerto Rico","4/14/2020 23:33",923,45,NA,878,31.46510816,7207,NA,4.875406284,245.686928,NA
"164",164,"Rhode Island","4/14/2020 23:33",3251,80,135,3171,306.8831116,22900,331,2.460781298,2161.680485,10.18148262
"165",165,"South Carolina","4/14/2020 23:33",3553,97,NA,3456,70.49638143,33872,675,2.73008725,672.0668257,18.99802983
"166",166,"South Dakota","4/14/2020 23:33",988,6,261,982,134.2588315,9296,45,0.607287449,1263.228843,4.55465587
"167",167,"Tennessee","4/14/2020 23:33",5827,124,1969,5703,88.75952809,78831,633,2.128024713,1200.789833,10.86322293
"168",168,"Texas","4/14/2020 23:33",15006,342,2580,14664,65.28730307,146467,1409,2.279088365,637.2407983,9.389577502
"169",169,"Utah","4/14/2020 23:33",2417,18,218,2399,84.3370383,46476,213,0.744724866,1621.699707,8.812577576
"170",170,"Vermont","4/14/2020 23:33",752,29,15,723,123.1593653,10585,64,3.856382979,1733.566332,8.510638298
"171",171,"Virgin Islands","4/14/2020 23:33",51,1,44,50,47.54446806,377,NA,1.960784314,351.4561659,NA
"172",172,"Virginia","4/14/2020 23:33",6182,154,721,6028,78.18161354,42763,1282,2.491103203,540.8088547,20.73762536
"173",173,"Washington","4/14/2020 23:33",10799,530,NA,10269,143.0444235,93929,387,4.907861839,1244.191097,3.583665154
"174",174,"West Virginia","4/14/2020 23:33",640,9,147,631,48.37497865,17038,164,1.40625,1287.832635,25.625
"175",175,"Wisconsin","4/14/2020 23:33",3555,170,NA,3385,68.70134742,41552,1049,4.781997187,803.0037659,29.50773558
"176",176,"Wyoming","4/14/2020 23:33",282,1,140,281,56.71305607,5964,43,0.354609929,1199.420803,15.24822695
"177",177,"Recovered","",0,0,47763,-47763,NA,NA,NA,NA,NA,NA
"178",178,"Alabama","4/15/2020 22:56",4075,118,NA,3957,86.9074326,34077,525,2.895705521,726.7594063,12.88343558
"179",179,"Alaska","4/15/2020 22:56",293,9,106,284,49.01722964,8664,34,3.071672355,1449.437808,11.60409556
"180",180,"American Samoa","",0,0,NA,NA,0,3,NA,NA,5.391707554,NA
"181",181,"Arizona","4/15/2020 22:56",3964,142,385,3822,54.4601473,45310,590,3.582240161,622.4998169,14.8839556
"182",182,"Arkansas","4/15/2020 22:56",1569,33,489,1536,60.60191725,21834,130,2.103250478,843.328401,8.285532186
