"","X","Province_State","Last_Update","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate"
"5018",5018,"Florida","7/8/2020 5:34",213794,3841,NA,209953,995.421445,2269194,16733,1.79658924,10565.33098,7.826692985
"5019",5019,"Georgia","7/8/2020 5:34",100470,2899,NA,97571,946.2748164,979452,12226,2.885438439,9224.950348,12.16880661
"5020",5020,"Grand Princess","7/8/2020 5:34",103,3,NA,100,NA,NA,NA,2.912621359,NA,NA
"5021",5021,"Guam","7/8/2020 5:34",303,5,184,114,184.4984747,15911,NA,1.650165017,9688.301092,NA
"5022",5022,"Hawaii","7/8/2020 5:34",1071,19,781,271,75.64243095,85673,119,1.774042951,6050.900081,11.11111111
"5023",5023,"Idaho","7/8/2020 5:34",8539,94,2907,5538,477.822575,108541,387,1.100831479,6073.701852,4.532146621
"5024",5024,"Illinois","7/8/2020 5:34",149574,7273,NA,142301,1180.367052,1810956,NA,4.862476099,14291.20566,NA
"5025",5025,"Indiana","7/8/2020 5:34",48626,2717,36999,8910,722.2878519,530075,7333,5.587545757,7873.704049,15.08040966
"5026",5026,"Iowa","7/8/2020 5:34",32153,732,25594,5827,1019.089909,339298,NA,2.276614935,10754.05617,NA
"5027",5027,"Kansas","7/8/2020 5:34",16860,289,859,15712,578.722376,202219,1235,1.714116251,6941.201669,7.325029656
"5028",5028,"Kentucky","7/8/2020 5:34",17519,602,4841,12076,392.128072,409872,2708,3.436269193,9174.171879,15.45750328
"5029",5029,"Louisiana","7/8/2020 5:34",68263,3319,43026,21918,1468.402343,847598,NA,4.862077553,18232.6427,NA
"5030",5030,"Maine","7/8/2020 5:34",3440,110,2816,514,255.9120139,110906,360,3.197674419,8250.633085,10.46511628
"5031",5031,"Maryland","7/8/2020 5:34",70396,3266,5036,62094,1164.401688,594378,11111,4.639468152,9831.449895,15.78356725
"5032",5032,"Massachusetts","7/8/2020 5:34",110338,8213,93157,8968,1600.840798,906760,11489,7.443491816,13155.74328,10.41255053
"5033",5033,"Michigan","7/8/2020 5:34",73900,6251,52841,14808,739.9725459,1176511,NA,8.458728011,11780.59323,NA
"5034",5034,"Minnesota","7/8/2020 5:34",39133,1514,34377,3242,693.892793,685247,4252,3.868857486,12150.56231,10.86550993
"5035",5035,"Mississippi","7/8/2020 5:34",32214,1158,22167,8889,1082.405484,327335,3315,3.594710374,10998.60928,10.2905569
"5036",5036,"Missouri","7/8/2020 5:34",24918,1067,NA,23851,406.0006895,435348,NA,4.282045108,7093.329649,NA
"5037",5037,"Montana","7/8/2020 5:34",1327,23,716,588,124.1604898,105327,117,1.733232856,9854.899708,8.816880181
"5038",5038,"Nebraska","7/8/2020 5:34",20201,282,14759,5160,1044.298824,193073,1369,1.395970497,9980.986431,6.776892233
"5039",5039,"Nevada","7/8/2020 5:34",23785,548,743,22494,772.2011483,316546,NA,2.303973092,10276.94701,NA
"5040",5040,"New Hampshire","7/8/2020 5:34",5932,384,4706,842,436.2691778,127880,574,6.473364801,9404.939726,9.67633176
"5041",5041,"New Jersey","7/8/2020 5:34",173878,15281,30774,127823,1957.602798,1560133,20246,8.788345852,17564.73347,11.64379622
"5042",5042,"New Mexico","7/8/2020 5:34",13727,519,5902,7306,654.655196,380240,2033,3.780869819,18134.04908,14.81022802
"5043",5043,"New York","7/8/2020 5:34",398237,32243,71091,294903,2047.116207,4344867,89995,8.096435037,22334.5587,22.59835224
"5044",5044,"North Carolina","7/8/2020 5:34",76290,1446,55318,19526,727.3969202,1071290,NA,1.895399135,10214.35374,NA
"5045",5045,"North Dakota","7/8/2020 5:34",3898,84,3413,401,511.5069378,114357,248,2.154951257,15006.25933,6.362237045
"5046",5046,"Northern Mariana Islands","7/8/2020 5:34",31,2,19,10,56.21645147,8218,NA,6.451612903,14902.79994,NA
"5047",5047,"Ohio","7/8/2020 5:34",58904,2970,41438,14496,503.9224577,896485,8383,5.042102404,7669.409963,14.23163113
"5048",5048,"Oklahoma","7/8/2020 5:34",17220,404,13005,3811,435.1813546,389018,1741,2.346109175,9831.206749,10.11033682
"5049",5049,"Oregon","7/8/2020 5:34",10605,220,2877,7508,251.4381527,271906,1141,2.074493164,6446.727238,10.75907591
"5050",5050,"Pennsylvania","7/8/2020 5:34",95898,6787,70437,18674,749.0867239,850102,NA,7.07731131,6640.390021,NA
"5051",5051,"Puerto Rico","7/8/2020 5:34",8714,157,NA,8557,297.0606203,201400,NA,1.801698416,6865.734327,NA
"5052",5052,"Rhode Island","7/8/2020 5:34",17154,969,1677,14508,1619.278036,260690,2036,5.648828262,24608.23081,11.86895185
"5053",5053,"South Carolina","7/8/2020 5:34",47352,846,19181,27325,919.6859643,445291,3090,1.786619361,8648.586812,6.52559554
"5054",5054,"South Dakota","7/8/2020 5:34",7163,98,6190,875,809.6905135,85365,699,1.36814184,9649.48076,9.758481083
"5055",5055,"Tennessee","7/8/2020 5:34",53514,665,31827,21022,783.6086765,921199,2950,1.242665471,13489.1716,5.512576148
"5056",5056,"Texas","7/8/2020 5:34",216026,2778,108485,104763,745.0230603,2221287,NA,1.28595632,7660.698428,NA
"5057",5057,"Utah","7/8/2020 5:34",26033,194,14764,11075,812.0193714,382849,1653,0.745208005,11941.79712,6.349633158
"5058",5058,"Vermont","7/8/2020 5:34",1254,56,1039,159,200.9650811,71113,NA,4.465709729,11396.515,NA
"5059",5059,"Virgin Islands","7/8/2020 5:34",116,6,79,31,108.1403587,3299,NA,5.172413793,3075.474512,NA
"5060",5060,"Virginia","7/8/2020 5:34",66740,1881,8913,55946,781.9091024,728117,9815,2.81839976,8530.436169,14.70632304
"5061",5061,"Washington","7/8/2020 5:34",37420,1384,NA,36036,491.4054603,629256,4544,3.698556921,8263.49103,12.14323891
"5062",5062,"West Virginia","7/8/2020 5:34",3505,95,2535,875,195.5754746,189847,NA,2.710413695,10593.27165,NA
"5063",5063,"Wisconsin","7/8/2020 5:34",32556,805,25758,5993,559.1476005,636777,3639,2.472662489,10936.61173,11.1776631
"5064",5064,"Wyoming","7/8/2020 5:34",1709,21,1274,414,295.2869847,37789,119,1.228788765,6529.315311,6.963136337
"5065",5065,"Alabama","7/9/2020 4:34",46962,1058,22082,23822,957.7856026,468292,3006,2.252885312,9550.77159,6.400919893
"5066",5066,"Alaska","7/9/2020 4:34",1222,17,563,642,167.0437225,133401,NA,1.391162029,18235.51525,NA
"5067",5067,"American Samoa","7/9/2020 4:34",0,0,NA,0,0,816,NA,NA,1466.544455,NA
"5068",5068,"Arizona","7/9/2020 4:34",108614,1963,12803,93848,1492.213532,641070,5387,1.807317657,8807.458787,4.959765776
"5069",5069,"Arkansas","7/9/2020 4:34",25246,305,18725,6216,836.5685777,353272,1655,1.208112176,11706.26058,6.55549394
"5070",5070,"California","7/9/2020 4:34",292560,6718,NA,285842,740.4291072,4996175,NA,2.296281105,12644.63151,NA
"5071",5071,"Colorado","7/9/2020 4:34",35116,1704,4669,28726,609.4913884,365073,5741,4.854839169,6339.464077,16.35659136
"5072",5072,"Connecticut","7/9/2020 4:34",47108,4343,8210,34555,1321.296154,537444,10411,9.219240893,15074.35446,22.10028021
"5073",5073,"Delaware","7/9/2020 4:34",12462,515,6893,5054,1279.776209,129034,NA,4.132562991,13251.05467,NA
"5074",5074,"Diamond Princess","7/9/2020 4:34",49,0,NA,49,NA,NA,NA,0,NA,NA
"5075",5075,"District of Columbia","7/9/2020 4:34",10642,564,1625,8453,1507.901534,114289,NA,5.299755685,16194.00098,NA
"5076",5076,"Florida","7/9/2020 4:34",223783,3889,NA,219894,1041.930069,2320207,17068,1.737844251,10802.84669,7.627031544
"5077",5077,"Georgia","7/9/2020 4:34",103890,2922,NA,100968,978.4860225,1000409,12500,2.81259024,9422.333461,12.03195688
"5078",5078,"Grand Princess","7/9/2020 4:34",103,3,NA,100,NA,NA,NA,2.912621359,NA,NA
"5079",5079,"Guam","7/9/2020 4:34",307,5,202,100,186.9340981,16140,NA,1.628664495,9827.740533,NA
"5080",5080,"Hawaii","7/9/2020 4:34",1094,19,797,278,77.26687158,87096,119,1.736745887,6151.403517,10.87751371
"5081",5081,"Idaho","7/9/2020 4:34",8969,98,2932,5939,501.8843747,111331,396,1.09265247,6229.823761,4.415207938
"5082",5082,"Illinois","7/9/2020 4:34",150554,7309,NA,143245,1188.100747,1843698,NA,4.854736507,14549.58999,NA
"5083",5083,"Indiana","7/9/2020 4:34",49063,2732,37462,8869,728.7790252,535857,7365,5.568350896,7959.58955,15.01131199
"5084",5084,"Iowa","7/9/2020 4:34",32624,736,25974,5914,1034.018263,346351,NA,2.256007847,10977.60113,NA
"5085",5085,"Kansas","7/9/2020 4:34",17332,289,879,16164,594.9238565,208482,1269,1.667435957,7156.180213,7.321717055
"5086",5086,"Kentucky","7/9/2020 4:34",17919,608,4912,12399,401.0812788,451921,2737,3.393046487,10115.35535,15.27428986
"5087",5087,"Louisiana","7/9/2020 4:34",70151,3339,46334,20478,1509.015026,865737,NA,4.759732577,18622.82992,NA
"5088",5088,"Maine","7/9/2020 4:34",3460,110,2856,494,257.3998744,112938,363,3.179190751,8401.799716,10.49132948
"5089",5089,"Maryland","7/9/2020 4:34",70861,3275,5085,62501,1172.093131,603108,11184,4.621724221,9975.850525,15.78301181
"5090",5090,"Massachusetts","7/9/2020 4:34",110602,8243,94347,8012,1604.671046,915995,11517,7.452848954,13289.72944,10.41301242
"5091",5091,"Michigan","7/9/2020 4:34",74551,6262,52841,15448,746.4911133,1200003,NA,8.399619053,12015.8224,NA
"5092",5092,"Minnesota","7/9/2020 4:34",39589,1523,34902,3164,701.978427,692970,4272,3.847028215,12287.50387,10.79087625
"5093",5093,"Mississippi","7/9/2020 4:34",32888,1188,22167,9533,1105.0522,314727,3365,3.612259791,10574.97457,10.23169545
"5094",5094,"Missouri","7/9/2020 4:34",25590,1069,NA,24521,416.9499015,442340,NA,4.177413052,7207.253592,NA
"5095",5095,"Montana","7/9/2020 4:34",1371,23,759,589,128.277341,106421,117,1.677607586,9957.259599,8.533916849
"5096",5096,"Nebraska","7/9/2020 4:34",20425,282,14927,5216,1055.878594,195048,1398,1.380660955,10083.08485,6.844553244
"5097",5097,"Nevada","7/9/2020 4:34",24301,553,754,22994,788.9535465,323653,NA,2.275626517,10507.68208,NA
"5098",5098,"New Hampshire","7/9/2020 4:34",5952,386,4758,808,437.7400786,128511,577,6.485215054,9451.346646,9.69422043
"5099",5099,"New Jersey","7/9/2020 4:34",174039,15332,30844,127863,1959.415414,1577848,20426,8.809519705,17764.17753,11.73644988
"5100",5100,"New Mexico","7/9/2020 4:34",14017,527,5986,7504,668.4856037,385242,2056,3.75972034,18372.59977,14.66790326
"5101",5101,"New York","7/9/2020 4:34",398929,32251,71185,295493,2050.673396,4402452,89995,8.08439597,22630.57134,22.55915213
"5102",5102,"North Carolina","7/9/2020 4:34",77687,1462,55318,20907,740.7167982,1096682,NA,1.881910744,10456.45706,NA
"5103",5103,"North Dakota","7/9/2020 4:34",3971,85,3447,439,521.0862108,115839,252,2.140518761,15200.7317,6.346008562
"5104",5104,"Northern Mariana Islands","7/9/2020 4:34",31,2,19,10,56.21645147,10765,NA,6.451612903,19521.61613,NA
"5105",5105,"Ohio","7/9/2020 4:34",60181,2991,42111,15079,514.8471653,915252,8489,4.970007145,7829.961246,14.10578089
"5106",5106,"Oklahoma","7/9/2020 4:34",17894,407,13538,3949,452.2145853,394823,1804,2.274505421,9977.909871,10.08159159
"5107",5107,"Oregon","7/9/2020 4:34",10817,224,2877,7716,256.4645448,276267,1155,2.070814459,6550.123917,10.67763705
"5108",5108,"Pennsylvania","7/9/2020 4:34",96725,6812,70953,18960,755.5466576,866526,NA,7.042646679,6768.682585,NA
"5109",5109,"Puerto Rico","7/9/2020 4:34",8745,159,NA,8586,298.1174116,201431,NA,1.818181818,6866.791118,NA
"5110",5110,"Rhode Island","7/9/2020 4:34",17204,971,1683,14550,1623.997863,163270,2043,5.644036271,15412.12108,11.87514532
"5111",5111,"South Carolina","7/9/2020 4:34",48909,884,19181,28844,949.9265253,453840,3090,1.807438304,8814.628274,6.317855609
"5112",5112,"South Dakota","7/9/2020 4:34",7242,98,6280,864,818.620508,86226,709,1.353217343,9746.806397,9.790113228
"5113",5113,"Tennessee","7/9/2020 4:34",55986,685,32736,22565,819.8063192,950959,3023,1.223520166,13924.94905,5.399564177
"5114",5114,"Texas","7/9/2020 4:34",224929,2875,113284,108770,775.7274214,2258708,NA,1.278181115,7789.75469,NA
"5115",5115,"Utah","7/9/2020 4:34",26755,201,15178,11376,834.5399409,385760,1678,0.751261446,12032.59681,6.271724911
"5116",5116,"Vermont","7/9/2020 4:34",1256,56,1049,151,201.2855996,71756,NA,4.458598726,11499.56169,NA
"5117",5117,"Virgin Islands","7/9/2020 4:34",122,6,80,36,113.7338256,3395,NA,4.918032787,3164.969982,NA
"5118",5118,"Virginia","7/9/2020 4:34",67375,1905,9011,56459,789.3486032,737999,9982,2.827458256,8646.211203,14.81558442
"5119",5119,"Washington","7/9/2020 4:34",37941,1394,NA,36547,498.2473161,635524,4582,3.674125616,8345.803414,12.07664532
"5120",5120,"West Virginia","7/9/2020 4:34",3707,95,2648,964,206.8468714,193915,NA,2.56271918,10820.26195,NA
"5121",5121,"Wisconsin","7/9/2020 4:34",33154,807,26305,6042,569.4182193,647560,3683,2.434095433,11121.8092,11.10876516
"5122",5122,"Wyoming","7/9/2020 4:34",1740,21,1291,428,300.6432729,37818,120,1.206896552,6534.326032,6.896551724
"5123",5123,"Alabama","7/10/2020 4:34",49174,1068,25783,22323,1002.899136,470504,3039,2.171879448,9595.885124,6.180095172
"5124",5124,"Alaska","7/10/2020 4:34",1268,17,571,680,173.3317841,135744,NA,1.340694006,18555.79629,NA
"5125",5125,"American Samoa","7/10/2020 4:34",0,0,NA,0,0,816,NA,NA,1466.544455,NA
"5126",5126,"Arizona","7/10/2020 4:34",112671,2038,13341,97292,1547.951377,653061,5526,1.80880617,8972.199359,4.904545091
"5127",5127,"Arkansas","7/10/2020 4:34",26052,309,19992,5751,863.2767403,364661,1705,1.18608936,12083.65421,6.544603101
"5128",5128,"California","7/10/2020 4:34",302484,6859,NA,295625,765.5453858,5078434,NA,2.267557953,12852.81772,NA
"5129",5129,"Colorado","7/10/2020 4:34",35525,1706,4669,29132,616.5762765,370702,5820,4.8046864,6437.211221,16.39113414
"5130",5130,"Connecticut","7/10/2020 4:34",47209,4348,8351,34510,1324.129025,545621,10552,9.210108242,15303.70486,22.35167023
"5131",5131,"Delaware","7/10/2020 4:34",12531,517,6901,5113,1286.862114,130205,NA,4.125768095,13371.30968,NA
"5132",5132,"Diamond Princess","7/10/2020 4:34",49,0,NA,49,NA,NA,NA,0,NA,NA
"5133",5133,"District of Columbia","7/10/2020 4:34",10679,568,1662,8449,1513.144191,115923,NA,5.31885008,16425.52806,NA
"5134",5134,"Florida","7/10/2020 4:34",232718,4009,NA,228709,1083.531286,2357398,17479,1.722685826,10976.00739,7.510807071
"5135",5135,"Georgia","7/10/2020 4:34",106727,2930,NA,103797,1005.206254,1019422,12606,2.745322177,9601.407046,11.81144415
"5136",5136,"Grand Princess","7/10/2020 4:34",103,3,NA,100,NA,NA,NA,2.912621359,NA,NA
"5137",5137,"Guam","7/10/2020 4:34",309,5,202,102,188.1519098,16532,NA,1.618122977,10066.43163,NA
"5138",5138,"Hawaii","7/10/2020 4:34",1130,19,811,300,79.8094743,89152,122,1.681415929,6296.614383,10.79646018
"5139",5139,"Idaho","7/10/2020 4:34",9429,100,2978,6351,527.6249045,114620,411,1.060557853,6413.86855,4.358892778
"5140",5140,"Illinois","7/10/2020 4:34",151572,7329,NA,144243,1196.13432,1879878,NA,4.835325786,14835.10539,NA
"5141",5141,"Indiana","7/10/2020 4:34",49575,2739,37795,9041,736.3842442,542292,7386,5.524962179,8055.174676,14.89863843
"5142",5142,"Iowa","7/10/2020 4:34",33254,741,26340,6173,1053.986124,354659,NA,2.228303362,11240.92334,NA
"5143",5143,"Kansas","7/10/2020 4:34",17785,293,879,16613,610.4731587,208482,1269,1.647455721,7156.180213,7.135226314
"5144",5144,"Kentucky","7/10/2020 4:34",18245,612,4939,12694,408.3781423,424013,2747,3.354343656,9490.69012,15.05617978
"5145",5145,"Louisiana","7/10/2020 4:34",71994,3355,46334,22305,1548.659717,880140,NA,4.660110565,18932.65221,NA
"5146",5146,"Maine","7/10/2020 4:34",3486,111,2901,474,259.3340931,115758,365,3.184165232,8611.588053,10.47045324
"5147",5147,"Maryland","7/10/2020 4:34",71447,3288,5132,63027,1181.786003,612581,11221,4.602012681,10132.54092,15.70534802
"5148",5148,"Massachusetts","7/10/2020 4:34",110897,8268,94347,8282,1608.951059,925761,11559,7.455566877,13431.41962,10.42318548
