Province_State,Version,Daily_Confirmed,Confirmed,Daily_Deaths,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,State.Is.Easing.Social.Distancing.Measures,Stay.at.Home.Order,Mandatory.Quarantine.for.Travelers,Non.Essential.Business.Closures,Large.Gatherings.Ban,School.Closures,Restaurant.Limits,Emergency.Declaration,Face.Covering.Requirement,Status.of.Reopening,Bar.Closures
Hawaii,2020-06-15,5,728,0,17,628,83,51.41707725,60322,89,2.335164835,4260.413371,12.22527473,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,>10 People Prohibited,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-16,8,736,0,17,629,90,51.98210008,61474,91,2.309782609,4341.776658,12.36413043,Yes,Statewide,Rolled Back,Some Non-Essential Businesses Permitted to Reopen,>10 People Prohibited,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-17,0,736,0,17,630,89,51.98210008,62028,91,2.309782609,4380.904489,12.36413043,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,>10 People Prohibited,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-18,8,744,0,17,637,90,52.5471229,63243,92,2.284946237,4466.71733,12.3655914,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,>10 People Prohibited,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-19,18,762,0,17,639,106,53.81842426,64374,95,2.230971129,4546.597433,12.4671916,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Rolled Back,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-20,27,789,0,17,640,132,55.72537631,65744,95,2.154626109,4643.357592,12.04055767,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Rolled Back,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-21,0,789,0,17,642,130,55.72537631,66734,96,2.154626109,4713.279166,12.16730038,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Rolled Back,Closed for School Year,Limited Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-22,25,814,0,17,644,153,57.49107264,67860,96,2.088452088,4792.806129,11.79361179,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-23,2,816,0,17,651,148,57.63232835,68711,97,2.083333333,4852.910433,11.8872549,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-24,3,819,0,17,669,133,57.84421191,69340,99,2.075702076,4897.335352,12.08791209,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Hawaii,2020-06-25,16,835,0,17,673,145,58.97425756,70539,104,2.035928144,4982.018149,12.45508982,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-06-26,16,851,0,17,686,148,60.10430321,71935,105,1.997649824,5080.614632,12.33842538,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-06-27,15,866,0,17,696,153,61.16372101,73005,109,1.963048499,5156.186435,12.58660508,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-06-28,6,872,1,18,705,149,61.58748813,74301,109,2.064220183,5247.720133,12.5,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-06-29,27,899,0,18,714,167,63.49444018,75478,110,2.002224694,5330.849116,12.23581758,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-06-30,1,900,0,18,719,163,63.56506803,77155,111,2,5449.292026,12.33333333,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-06-30,0,900,0,18,719,163,63.56506803,77155,111,2,5449.292026,12.33333333,Yes,Rolled Back,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,NA,NA
Hawaii,2020-07-01,17,917,0,18,722,177,64.76574154,77743,111,1.962922574,5490.821204,12.1046892,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-02,9,926,0,18,736,172,65.40139222,79058,113,1.943844492,5583.696831,12.20302376,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-03,20,946,0,18,741,187,66.81394928,80290,116,1.902748414,5670.710347,12.26215645,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-04,29,975,1,19,746,210,68.86215703,81618,116,1.948717949,5764.504136,11.8974359,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-05,24,999,0,19,754,226,70.55722551,83476,118,1.901901902,5895.730688,11.81181181,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-06,24,1023,0,19,756,248,72.25229399,84325,118,1.857282502,5955.693735,11.53470186,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-07,7,1030,0,19,777,234,72.74668897,85058,118,1.844660194,6007.463952,11.45631068,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-08,41,1071,0,19,781,271,75.64243095,85673,119,1.774042951,6050.900081,11.11111111,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-09,23,1094,0,19,797,278,77.26687158,87096,119,1.736745887,6151.403517,10.87751371,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-10,36,1130,0,19,811,300,79.8094743,89152,122,1.681415929,6296.614383,10.79646018,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-11,28,1158,0,19,840,299,81.7870542,90595,123,1.640759931,6398.530376,10.62176166,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-12,42,1200,0,19,847,334,84.75342404,92234,125,1.583333333,6514.289427,10.41666667,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-13,20,1220,0,19,872,329,86.16598111,93920,125,1.557377049,6633.367988,10.24590164,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-14,23,1243,3,22,890,331,87.79042173,95170,125,1.769911504,6721.652805,10.05631537,Yes,Statewide,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-15,21,1264,0,22,911,331,89.27360665,96070,128,1.740506329,6785.217873,10.12658228,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-16,28,1292,0,22,921,349,91.25118655,97557,133,1.702786378,6890.241491,10.29411765,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-17,19,1311,0,22,951,338,92.59311576,99387,137,1.678108314,7019.490462,10.45003814,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-18,23,1334,1,23,975,336,94.21755639,101204,138,1.724137931,7147.821272,10.34482759,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-19,20,1354,1,24,994,336,95.63011346,102995,139,1.772525849,7274.315757,10.26587888,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-20,27,1381,0,24,1019,338,97.5370655,104635,140,1.737871108,7390.145437,10.13758146,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-21,12,1393,0,24,1043,326,98.38459974,105956,150,1.722900215,7483.444831,10.76812635,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-22,25,1418,0,24,1057,337,100.1502961,106783,150,1.692524683,7541.854066,10.57827927,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-23,17,1435,1,25,1084,326,101.3509696,108182,151,1.742160279,7640.662433,10.52264808,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-24,55,1490,1,26,1113,351,105.2355015,108813,154,1.744966443,7685.228608,10.33557047,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-25,59,1549,0,26,1125,398,109.4025449,111291,155,1.67850226,7860.244429,10.00645578,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-26,71,1620,0,26,1148,446,114.4171225,112790,156,1.604938272,7966.115581,9.62962963,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-27,63,1683,0,26,1167,490,118.8666772,114052,161,1.544860368,8055.247932,9.566250743,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-28,28,1711,0,26,1179,506,120.8442571,114115,163,1.519579193,8059.697487,9.526592636,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-29,46,1757,0,26,1191,540,124.0931384,114143,165,1.479795105,8061.675067,9.391007399,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-30,108,1865,0,26,1205,634,131.7209465,117559,167,1.394101877,8302.939814,8.954423592,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-07-31,124,1989,0,26,1215,748,140.4788003,119212,173,1.307189542,8419.687655,8.69783811,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-01,122,2111,0,26,1226,859,149.0953985,121368,177,1.231643771,8571.961307,8.384651824,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-02,86,2197,0,26,1243,928,155.1693938,123251,179,1.183431953,8704.953555,8.147473828,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-03,45,2242,0,26,1269,947,158.3476472,126641,194,1.159678858,8944.381978,8.652988403,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-04,206,2448,0,26,1294,1128,172.896985,127279,199,1.062091503,8989.442548,8.129084967,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-05,143,2591,1,27,1315,1249,182.9967681,130712,201,1.042068699,9231.907969,7.75762254,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-06,172,2763,0,27,1354,1382,195.1447588,132526,208,0.9771986971,9360.026895,7.528049222,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-07,151,2914,2,29,1402,1483,205.8095647,134909,214,0.9951956074,9528.33307,7.343857241,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-08,201,3115,2,31,1440,1644,220.0057632,135284,225,0.9951845907,9554.818515,7.223113965,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-09,231,3346,0,31,1467,1848,236.3207974,139246,231,0.9264793784,9834.64607,6.90376569,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-10,152,3498,0,31,1511,1956,247.0562311,141944,237,0.8862206975,10025.20002,6.775300172,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-11,140,3638,3,34,1548,2056,256.9441305,142096,239,0.9345794393,10035.93545,6.569543705,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-12,118,3756,0,34,1586,2136,265.2782172,145836,242,0.9052183174,10300.08362,6.443024494,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-13,202,3958,4,38,1665,2255,279.5450436,150233,260,0.9600808489,10610.63429,6.568974229,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-14,354,4312,2,40,1716,2556,304.5473037,150587,267,0.9276437848,10635.63655,6.192022263,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-15,231,4543,0,40,1716,2787,320.8623378,153617,267,0.8804754567,10849.63895,5.877173674,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-16,282,4825,0,40,1756,3029,340.7793925,156266,277,0.829015544,11036.73213,5.740932642,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-17,217,5042,0,40,1808,3194,356.1056367,159299,279,0.7933359778,11250.94641,5.533518445,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-18,173,5215,0,40,1841,3334,368.3242553,161948,283,0.7670182167,11438.0396,5.426653883,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-19,134,5349,1,41,1868,3440,377.7883877,164199,288,0.766498411,11597.02289,5.38418396,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-20,260,5609,1,42,1977,3590,396.1516295,166113,303,0.7487965769,11732.20461,5.402032448,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-21,235,5844,3,45,2031,3768,412.7491751,168672,317,0.7700205339,11912.94128,5.424366872,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-22,228,6072,1,46,2031,3995,428.8523256,168672,317,0.7575757576,11912.94128,5.220685112,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-23,284,6356,1,47,2072,4237,448.910636,173550,337,0.7394587791,12257.46395,5.302076778,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-24,244,6600,0,47,2107,4446,466.1438322,176184,377,0.7121212121,12443.49772,5.712121212,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-25,169,6769,2,49,2143,4577,478.0799394,178824,396,0.7238883144,12629.95525,5.850199439,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-26,215,6984,0,49,2236,4699,493.2649279,180850,419,0.7016036655,12773.04728,5.999427262,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-27,276,7260,2,51,2236,4973,512.7582154,183157,419,0.7024793388,12935.98574,5.771349862,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-28,306,7566,4,55,2288,5223,534.3703386,185675,444,0.7269362939,13113.82667,5.868358446,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-29,264,7830,4,59,2371,5400,553.0160919,188153,NA,0.7535121328,13288.84249,NA,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-30,309,8139,3,62,2410,5667,574.8400985,190910,NA,0.7617643445,13483.56349,NA,Yes,Lifted,All Travelers,Some Non-Essential Businesses Permitted to Reopen,Expanded to New Limit Above 25,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Proceeding with Reopening,Reopened
Hawaii,2020-08-31,200,8339,1,63,2477,5799,588.9656692,193935,NA,0.7554862693,13697.21274,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-01,133,8472,7,70,2520,5882,598.3591737,196719,NA,0.8262511804,13893.84069,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-02,181,8653,4,74,2578,6001,611.1428152,198182,NA,0.8551947302,13997.16924,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-03,338,8991,1,75,2634,6282,635.0150296,202186,NA,0.8341675008,14279.96316,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-04,211,9202,4,79,2689,6434,649.9175067,207431,NA,0.8585090198,14650.40625,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-05,271,9473,2,81,2778,6614,669.0576549,213722,NA,0.8550617545,15094.72608,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-06,220,9693,3,84,2855,6754,684.5957827,221391,NA,0.8666047663,15636.37108,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-07,162,9855,1,85,2931,6839,696.0374949,229796,NA,0.862506342,16229.99819,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-08,104,9959,1,86,2991,6882,703.3827917,234903,NA,0.8635405161,16590.69464,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-09,66,10025,2,88,3028,6909,708.04423,237012,NA,0.8778054863,16739.64878,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-10,98,10123,3,91,3063,6969,714.9657596,237786,NA,0.8989430011,16794.31474,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
Hawaii,2020-09-11,169,10292,3,94,3120,7078,726.9018668,239272,NA,0.9133307423,16899.26773,NA,Yes,New Stay at Home Order,All Travelers,Some Non-Essential Businesses Permitted to Reopen,New Limit on Large Gatherings in Place,Closed for School Year,New Service Limits,Yes,Required for General Public,New Restrictions Imposed,New Service Limits
