Province_State,Version,Daily_Confirmed,Confirmed,Daily_Deaths,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,State.Is.Easing.Social.Distancing.Measures,Stay.at.Home.Order,Mandatory.Quarantine.for.Travelers,Non.Essential.Business.Closures,Large.Gatherings.Ban,School.Closures,Restaurant.Limits,Emergency.Declaration,Face.Covering.Requirement,Status.of.Reopening,Bar.Closures
Alabama,2020-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,NA,NA,NA
Alabama,2020-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,First Instance,NA,NA,NA
Alabama,2020-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-12,NA,3563,NA,93,NA,3470,75.98802021,21583,437,2.610159978,460.3001516,12.26494527,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-13,171,3734,6,99,NA,3635,79.63493333,29182,457,2.651312266,622.3638523,12.23888591,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-14,219,3953,15,114,NA,3839,84.30554137,33117,493,2.883885656,706.2855081,12.4715406,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-15,122,4075,4,118,NA,3957,86.9074326,34077,525,2.895705521,726.7594063,12.88343558,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-16,270,4345,15,133,NA,4212,92.66571648,36391,553,3.060989643,776.1100318,12.72727273,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-17,226,4571,15,148,NA,4423,97.48561335,37848,594,3.237803544,807.1834378,12.99496828,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-18,141,4712,5,153,NA,4559,100.4927172,42538,620,3.247028862,907.2069615,13.15789474,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-19,176,4888,4,157,NA,4731,104.2462652,45712,641,3.211947627,974.8987875,13.11374795,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-20,191,5079,6,163,NA,4916,108.3197178,45900,641,3.209293168,978.9082592,12.62059461,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-21,238,5317,20,183,NA,5134,113.3955384,48526,699,3.441790483,1034.912902,13.14651119,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-22,276,5593,13,196,NA,5397,119.2817842,48760,730,3.504380476,1039.903414,13.05202932,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-24,239,5832,6,202,NA,5630,124.3789318,52641,768,3.463648834,1122.673413,13.16872428,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-25,194,6026,7,209,NA,5817,128.5163654,52889,769,3.468304016,1127.962504,12.76136741,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-26,0,6026,0,209,NA,5817,128.5163654,71344,839,3.468304016,1521.55187,13.92300033,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-27,395,6421,10,219,NA,6202,136.9405214,73551,845,3.410683694,1568.620509,13.15994393,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-28,118,6539,9,228,NA,6311,139.4571047,73997,872,3.486771678,1578.132341,13.33537238,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-29,211,6750,14,242,NA,6508,143.9570969,75827,911,3.585185185,1617.16071,13.4962963,NA,First Instance,NA,First Instance,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-04-30,162,6912,14,256,NA,6656,147.4120673,80449,945,3.703703704,1715.733999,13.671875,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-01,176,7088,16,272,0,6816,151.1656153,87196,978,3.837471783,1859.627115,13.7979684,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-02,206,7294,17,289,0,7005,155.5589726,91933,1008,3.96216068,1960.653006,13.81957774,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-03,317,7611,-1,288,0,7323,162.3196244,92209,1023,3.783996847,1966.539252,13.44107213,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-04,277,7888,2,290,0,7598,168.2271971,92500,1035,3.676470588,1972.745403,13.12119675,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-05,224,8112,8,298,0,7814,173.0044401,103117,1064,3.67357002,2199.173921,13.11637081,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-06,325,8437,17,315,NA,8122,179.9357077,106766,1107,3.733554581,2276.996061,13.12077753,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-07,254,8691,28,343,NA,8348,185.3527599,109516,1158,3.946611437,2335.645249,13.32412841,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-08,355,9046,26,369,NA,8677,192.9238369,115173,1178,4.079151006,2456.291959,13.02233031,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-09,339,9385,14,383,NA,9002,200.1536822,120114,1207,4.080980288,2561.668554,12.86094832,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-10,283,9668,7,390,NA,9278,206.1892168,125494,1228,4.033926355,2676.407692,12.70169632,NA,Rolled Back,NA,Rolled Back,First Instance,First Instance,First Instance,First Instance,NA,NA,NA
Alabama,2020-05-11,221,9889,3,393,NA,9496,210.9024788,127421,1240,3.97411265,2717.504778,12.53918495,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-12,275,10164,10,403,NA,9761,216.7673975,129444,1256,3.96497442,2760.649253,12.35733963,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-13,300,10464,32,435,NA,10029,223.1654907,133218,1287,4.157110092,2841.137265,12.29931193,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-14,236,10700,15,450,NA,10250,228.1986574,136372,1317,4.205607477,2908.402552,12.30841121,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-15,401,11101,23,473,NA,10628,226.4038579,141985,1350,4.260877398,2895.77081,12.16106657,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-16,272,11373,10,483,NA,10890,231.9512725,146063,1377,4.246900554,2978.941239,12.10762332,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-17,301,11674,2,485,NA,11189,238.0901394,153494,1387,4.154531437,3130.49579,11.88110331,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-18,97,11771,3,488,NA,11283,240.0684453,156350,1392,4.145782007,3188.743643,11.82567326,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-19,315,12086,1,489,NA,11597,246.4928409,157123,1416,4.046003641,3204.508906,11.71603508,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-20,290,12376,15,504,NA,11872,252.4073638,157566,1453,4.07239819,3213.54385,11.74046542,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-21,676,13052,18,522,NA,12530,266.1943206,164450,1493,3.999387067,3353.942386,11.43885994,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-22,236,13288,7,529,NA,12759,271.0075186,170739,1528,3.981035521,3482.205954,11.49909693,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-23,382,13670,12,541,7951,5178,278.7983729,177768,1561,3.957571324,3625.561752,11.41916606,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-24,447,14117,8,549,7951,5617,287.9148961,182676,1589,3.888928243,3725.659954,11.25593256,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-25,361,14478,2,551,7951,5976,295.2774574,185799,1612,3.805774278,3789.353247,11.13413455,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-26,508,14986,15,566,7951,6469,305.6380699,190315,1629,3.776858401,3881.456645,10.87014547,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-27,664,15650,14,580,7951,7119,319.1802879,193759,1671,3.706070288,3951.696703,10.67731629,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-28,382,16032,3,583,7951,7498,326.9711422,195794,1719,3.636477046,3993.200338,10.72230539,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-29,498,16530,8,591,9355,6584,337.1278057,200481,1765,3.575317604,4088.791265,10.67755596,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-30,501,17031,19,610,9355,7066,347.3456539,208883,1800,3.581703952,4260.14927,10.56896248,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-05-31,328,17359,8,618,9355,7386,354.0351833,212201,1826,3.56011291,4327.81957,10.51903912,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-06-01,593,17952,12,630,9355,7967,366.1293629,217553,1844,3.509358289,4436.97311,10.27183601,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-06-02,678,18630,16,646,9355,8629,379.9571095,223523,1856,3.467525497,4558.730703,9.962426194,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-06-03,136,18766,7,653,9355,8758,382.7308168,223802,1879,3.479697325,4564.420882,10.01278909,NA,Rolled Back,NA,Rolled Back,Rolled Back,First Instance,Rolled Back,First Instance,NA,NA,NA
Alabama,2020-06-04,85,18851,0,653,11395,6803,384.4643839,231594,1900,3.464007214,4723.337994,10.0790409,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-05,221,19072,0,653,11395,7024,388.9716582,235299,1929,3.42386745,4798.901122,10.11430369,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-06,315,19387,23,676,11395,7316,395.3960538,239473,1949,3.486872647,4884.029462,10.05312839,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-07,656,20043,13,689,11395,7959,408.7751125,245644,1993,3.43760914,5009.886431,9.943621214,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-08,457,20500,3,692,11395,8413,418.0955848,259566,2022,3.375609756,5293.82432,9.863414634,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-09,425,20925,26,718,11395,8812,426.7634201,259991,2054,3.43130227,5302.492156,9.816009558,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-10,497,21422,11,729,11395,9298,436.8996887,267739,2087,3.4030436,5460.511892,9.742320978,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-11,567,21989,15,744,13508,7737,448.4636007,273057,2129,3.383509937,5568.972005,9.682113784,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-12,856,22845,11,755,13508,8582,465.9216407,278826,2165,3.304880718,5686.630221,9.476909608,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-13,865,23710,14,769,13508,9433,483.5632349,286385,2202,3.243357233,5840.79532,9.287220582,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-14,891,24601,4,773,13508,10320,501.7350967,293252,2241,3.142148693,5980.847143,9.109385797,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-15,1014,25615,0,773,13508,11334,522.4155319,297455,2255,3.017763029,6066.566936,8.803435487,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-16,657,26272,1,774,13508,11990,535.8149856,302674,2259,2.946102314,6173.007953,8.598507917,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-17,640,26912,11,785,13508,12619,548.8677258,305424,2315,2.916914388,6229.093946,8.602110583,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-18,400,27312,5,790,15974,10548,557.0256884,310723,2352,2.892501465,6337.166556,8.611599297,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-19,894,28206,20,810,15974,11422,575.2587349,322534,2373,2.871729419,6578.050798,8.413103595,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-20,796,29002,12,822,15974,12206,591.4930805,331325,2416,2.834287291,6757.342421,8.330459968,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-21,547,29549,16,838,15974,12737,602.6490944,339523,2443,2.835967376,6924.539865,8.26762327,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-22,472,30021,1,839,15974,13208,612.2754903,344678,2460,2.794710369,7029.675609,8.194264015,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-23,433,30454,2,841,15974,13639,621.1064849,349110,2471,2.761541998,7120.065835,8.113876666,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-24,643,31097,23,864,15974,14259,634.2204098,354038,2521,2.778403061,7220.571934,8.10689134,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,NA,NA,NA
Alabama,2020-06-25,967,32064,27,891,18866,12307,653.9422845,358759,2567,2.778817365,7316.856288,8.005863273,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,NA,NA
Alabama,2020-06-26,1142,33206,5,896,18866,13444,677.2332678,369458,2612,2.698307535,7535.061394,7.866048305,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,NA,NA
Alabama,2020-06-27,977,34183,11,907,18866,14410,697.1590915,378323,2653,2.653365708,7715.862241,7.761167832,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,NA,NA
Alabama,2020-06-28,900,35083,12,919,18866,15298,715.5145074,384026,2697,2.619502323,7832.174393,7.687483967,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,NA,NA
Alabama,2020-06-29,358,35441,0,919,18866,15656,722.815884,386280,2703,2.593041957,7878.144512,7.626759967,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,NA,NA
Alabama,2020-06-30,1734,37175,10,929,18866,17380,758.180652,393293,2725,2.498991258,8021.173992,7.330195024,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,NA,NA
Alabama,2020-07-01,870,38045,21,950,18866,18229,775.9242207,406652,2769,2.497042975,8293.629549,7.278223157,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-02,917,38962,22,972,18866,19124,794.62635,413953,2803,2.494738463,8442.532762,7.19418921,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-03,1149,40111,13,985,22082,17044,818.0600977,419728,2835,2.455685473,8560.313347,7.067886615,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-04,1754,41865,21,1006,22082,18777,853.8327638,430631,2883,2.402961901,8782.679014,6.886420638,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-05,997,42862,1,1007,22082,19773,874.1664857,442088,2906,2.349400401,9016.343458,6.779898278,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-06,1091,43953,0,1007,22082,20864,896.4173287,449886,2909,2.291083658,9175.38294,6.618433327,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-07,925,44878,0,1007,22082,21789,915.2826173,455095,2914,2.243861135,9281.620008,6.493159232,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-08,907,45785,26,1033,22082,22670,933.7807976,461364,2961,2.256197445,9409.475678,6.467183575,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-09,1177,46962,25,1058,22082,23822,957.7856026,468292,3006,2.252885312,9550.77159,6.400919893,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-10,2212,49174,10,1068,25783,22323,1002.899136,470504,3039,2.171879448,9595.885124,6.180095172,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-11,1334,50508,36,1104,25783,23621,1030.105941,492216,3089,2.18579235,10038.69934,6.115862834,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-12,1439,51947,10,1114,25783,25050,1059.454212,502020,6745,2.144493426,10238.651,12.98438793,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-13,1640,53587,7,1121,25783,26683,1092.901859,511506,6745,2.09192528,10432.11708,12.58700804,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-14,1958,55545,3,1124,25783,28638,1132.835086,519604,6745,2.023584481,10597.27504,12.14330723,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-15,1710,57255,40,1164,25783,30308,1167.710376,529089,7123,2.033010217,10790.72073,12.44083486,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for Certain Employees,Paused,Reopened
Alabama,2020-07-16,1812,59067,47,1211,29736,28120,1204.665947,541049,7291,2.050214164,11034.64381,12.3436098,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-17,2021,61088,19,1230,29736,30122,1245.884053,551109,7584,2.013488738,11239.81657,12.4148769,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-18,2003,63091,35,1265,29736,32090,1286.735051,563115,7584,2.005040339,11484.67782,12.02073196,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-19,2143,65234,21,1286,29736,34212,1330.441336,574495,7782,1.971364626,11716.77185,11.92936199,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-20,1777,67011,1,1287,29736,35988,1366.683085,585533,7782,1.920580203,11941.89083,11.61301876,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-21,1880,68891,4,1291,29736,37864,1405.025509,593788,8368,1.87397483,12110.25079,12.14672454,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-22,1467,70358,12,1303,29736,39319,1434.944837,600381,8538,1.851957134,12244.71441,12.13508059,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-23,1455,71813,61,1364,29736,40713,1464.619426,609488,8538,1.89937755,12430.45082,11.88921226,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-24,2399,74212,33,1397,32510,40305,1513.546807,619527,8995,1.882444888,12635.19529,12.12068129,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-25,1793,76005,41,1438,32510,42057,1550.114874,628984,9157,1.891980791,12828.06992,12.04789159,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-26,2125,78130,18,1456,32510,44164,1593.454051,641611,9157,1.863560732,13085.5964,11.72020991,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
Alabama,2020-07-27,1164,79294,17,1473,32510,45311,1617.193722,649686,9157,1.857643706,13250.28527,11.54816253,Yes,Lifted,NA,All Non-Essential Businesses Permitted to Reopen with Reduced Capacity,Lifted,Closed for School Year,Reopened to Dine-in Service,Yes,Required for General Public,Paused,Reopened
